Timestep,Salt:MSFL,Gas:gas_ideal,Solid:bccsoln,Solid:cphsoln
103,0.6491475848384137,0.000692306995176601,1.2477881618778611e-05,0.0
105,0.6491468744069,0.000701177213919894,1.263261662614528e-05,0.0
106,0.6491466891766796,0.0007053976208697338,1.2705950103234144e-05,0.0
107,0.6491464164544766,0.0007100386260891312,1.2787452128402972e-05,0.0
108,0.6491460379071394,0.0007149637572295946,1.2873264130860438e-05,0.0
109,0.6491455450440856,0.0007207749653257065,1.2976101262204396e-05,0.0
110,0.6491452907304991,0.0007254401414204207,1.3057659298947263e-05,0.0
111,0.6491450651677326,0.0007292638993039683,1.3123179701074645e-05,0.0
113,0.6491445015096683,0.0007388221197823896,1.3290278894660712e-05,0.0
114,0.6491438902054752,0.0007449290996492074,1.3397915089113176e-05,0.0
115,0.6491437744972085,0.0007477351120834632,1.3446346040211762e-05,0.0
116,0.6491434441419449,0.0007524450856518668,1.3528765369328214e-05,0.0
117,0.6491431858551271,0.0007571101732441692,1.361046088251341e-05,0.0
118,0.6491427257508271,0.0007627293100085958,1.3709417790668235e-05,0.0
119,0.6491429563598836,0.0007648748907803069,1.374680207520534e-05,0.0
121,0.649142570188017,0.0007732869028574055,1.3893374195146512e-05,0.0
122,0.6491424082643147,0.0007774468050664036,1.3965791617469707e-05,0.0
123,0.6491422016974097,0.000781435879368528,1.4034386556172993e-05,0.0
124,0.6491418807849106,0.0007863983239957058,1.4121776749902395e-05,0.0
126,0.6491411963867111,0.000796219333981939,1.42937366501646e-05,0.0
128,0.649140807030861,0.0008047916746968403,1.4445173655033985e-05,0.0
130,0.6491408372309349,0.0008107713092627165,1.4548981149439106e-05,0.0
132,0.6491404140583594,0.0008181126607203885,1.4676511532699835e-05,0.0
134,0.6491396652770972,0.0008271416789892088,1.4835095621439988e-05,0.0
136,0.6491391233999119,0.0008359630158809062,1.4988735032539935e-05,0.0
138,0.6491385310518157,0.0008441497720643453,1.5132192902526213e-05,0.0
140,0.6491384437562537,0.0008508318571753284,1.5249217093379263e-05,0.0
141,0.6491381217860003,0.0008555536741978688,1.533181120782438e-05,0.0
142,0.6491382535769802,0.0008579093730975059,1.537335029999836e-05,0.0
144,0.6491376914281863,0.0008664606864999666,1.5521600782977003e-05,0.0
148,0.6491372655980199,0.0008805207714554991,1.5768076805519744e-05,0.0
150,0.6491366044871759,0.0008902146443304326,1.5938443900929543e-05,0.0
152,0.6491366340690916,0.0008951777841161038,1.602622387110454e-05,0.0
156,0.649135941699205,0.000909856831491175,1.6284543324104944e-05,0.0
