Timestep,UF3/UF4 Ratio
146,4.3079163599e-22
148,4.3016116615e-22
149,4.2982968112e-22
150,4.2950771904e-22
151,4.2918383809e-22
152,4.2887421059e-22
154,4.2824610800e-22
155,4.2796149997e-22
156,4.2764978796e-22
157,4.2734580960e-22
159,4.2677139464e-22
161,4.2615981304e-22
162,4.2592236107e-22
164,4.2534510607e-22
166,4.2477000294e-22
168,4.2423569080e-22
169,4.2397882357e-22
170,4.2371180120e-22
171,4.2345303032e-22
172,4.2318421101e-22
173,4.2295339275e-22
174,4.2268998462e-22
175,4.2242407160e-22
176,4.2219144380e-22
177,4.2191792483e-22
178,4.2167831019e-22
179,4.2143769961e-22
180,4.2123154696e-22
181,4.2096638361e-22
182,4.2072733076e-22
183,4.2048709633e-22
184,4.2025657844e-22
185,4.2002668487e-22
186,4.1977386481e-22
188,4.1933882341e-22
189,4.1913149573e-22
190,4.1890818795e-22
191,4.1866024790e-22
192,4.1845100087e-22
193,4.1826322405e-22
194,4.1805750559e-22
195,4.1782526156e-22
196,4.1760540716e-22
197,4.1738438811e-22
198,4.1718150714e-22
199,4.1696805323e-22
200,4.1676427288e-22
201,4.1655332133e-22
202,4.1636243177e-22
203,4.1614497861e-22
204,4.1594802712e-22
206,4.1555797051e-22
207,4.1537197076e-22
208,4.1514305699e-22
209,4.1497845854e-22
210,4.1479579820e-22
211,4.1459722611e-22
212,4.1439530105e-22
213,4.1424319240e-22
214,4.1402276375e-22
215,4.1381393303e-22
216,4.1366521579e-22
217,4.1351857594e-22
218,4.1331947243e-22
219,4.1314705559e-22
220,4.1294517015e-22
221,4.1280036898e-22
222,4.1261647078e-22
223,4.1243571464e-22
225,4.1211654989e-22
227,4.1177309131e-22
228,4.1161582258e-22
229,4.1144577307e-22
230,4.1125859385e-22
231,4.1109897407e-22
232,4.1092407582e-22
233,4.1076497670e-22
234,4.1064561707e-22
235,4.1045323695e-22
236,4.1032591153e-22
237,4.1016051337e-22
238,4.1000238417e-22
239,4.0983739593e-22
240,4.0969317590e-22
241,4.0953032351e-22
242,4.0937452427e-22
244,4.0907244747e-22
245,4.0893306917e-22
246,4.0877693790e-22
248,4.0848125819e-22
250,4.0819242079e-22
252,4.0788207702e-22
253,4.0774739161e-22
254,4.0759887321e-22
257,4.0718839641e-22
258,4.0705654646e-22
259,4.0690690159e-22
261,4.0664126669e-22
262,4.0648881685e-22
264,4.0624650350e-22
265,4.0610177171e-22
266,4.0598830391e-22
267,4.0587573450e-22
268,4.0571311617e-22
269,4.0562148586e-22
270,4.0548626688e-22
272,4.0524259442e-22
273,4.0511044969e-22
277,4.0462227586e-22
278,4.0449252431e-22
281,4.0414280997e-22
282,4.0403875723e-22
284,4.0380177311e-22
286,4.0355255708e-22
288,4.0333935047e-22
289,4.0321710601e-22
296,4.0244365545e-22
297,4.0230289189e-22
298,4.0221837001e-22
300,4.0198757509e-22
301,4.0189613794e-22
