Timestep,Salt:MSFL,Gas:gas_ideal,Solid:bccsoln,Solid:cphsoln
92,0.6491402972140338,0.0007074673469882879,1.2820807094488047e-05,0.0
93,0.649139770989418,0.0007143119645781034,1.2941885636406995e-05,0.0
94,0.6491394087269658,0.0007203411407828792,1.3048026690561405e-05,0.0
95,0.6491390673309912,0.0007264818288652807,1.3156324918787609e-05,0.0
96,0.6491386171880935,0.0007328358291225017,1.3267784650052948e-05,0.0
99,0.6491373493190863,0.0007511500941166705,1.3589636305778263e-05,0.0
101,0.6491366154492022,0.0007633587336676039,1.380482895619924e-05,0.0
102,0.6491361610401214,0.0007699494242896067,1.3921464559587096e-05,0.0
103,0.6491358087415057,0.0007760112300004217,1.4028369329372439e-05,0.0
105,0.649134811498283,0.000788630097693539,1.425046198621636e-05,0.0
106,0.649134686394355,0.0007938444750479097,1.434185635747652e-05,0.0
107,0.6491344813280877,0.000799377353858538,1.4439118939678781e-05,0.0
108,0.6491341448658008,0.0008054555449831522,1.4546160390688884e-05,0.0
109,0.6491334090576057,0.0008122586907414972,1.4665422082954924e-05,0.0
110,0.6491332416794412,0.0008176087278824599,1.4759589628920061e-05,0.0
111,0.6491325137630654,0.0008246693429675747,1.4883973679357725e-05,0.0
112,0.6491325352432138,0.0008289174778485151,1.4957253143795874e-05,0.0
113,0.649132152824769,0.00083534431600782,1.5071228632554067e-05,0.0
114,0.6491318726292762,0.0008411668496489071,1.5173932720446179e-05,0.0
115,0.6491317249748764,0.0008463561080539284,1.5264382359211812e-05,0.0
116,0.6491309183898316,0.0008538068797948582,1.5395803218490913e-05,0.0
117,0.6491306662690678,0.000859693687012486,1.549997032196663e-05,0.0
118,0.6491305121535634,0.0008647118609399148,1.5587131703079237e-05,0.0
119,0.6491304715260311,0.0008693879907906137,1.5668564596123553e-05,0.0
120,0.6491301832211036,0.0008754790808551703,1.577636045460326e-05,0.0
121,0.6491297792819062,0.0008818620304759448,1.5888976942316762e-05,0.0
122,0.6491297009535342,0.0008867709374059143,1.5975155419054493e-05,0.0
123,0.6491294841149633,0.000892491157237515,1.6076353562585306e-05,0.0
124,0.6491292863172955,0.0008976667049341216,1.616675770838148e-05,0.0
125,0.649128610618346,0.0009045768150624882,1.6288252258806394e-05,0.0
126,0.6491286199290965,0.0009089491140040299,1.6364254453762793e-05,0.0
127,0.6491283795312696,0.0009147407239222857,1.6466575308846018e-05,0.0
128,0.6491280535830195,0.0009205969793907131,1.6569899492682646e-05,0.0
129,0.6491279411274957,0.0009257203186149519,1.6660124573833223e-05,0.0
131,0.649127371642799,0.0009375542207919566,1.6868552970738374e-05,0.0
132,0.64912730801842,0.0009423202937028758,1.6952355241717864e-05,0.0
133,0.6491271587503191,0.000947692110318424,1.7047179143466965e-05,0.0
134,0.6491268907443669,0.0009533963853096209,1.714738378835315e-05,0.0
136,0.6491265440190763,0.0009636698237908252,1.732660675087749e-05,0.0
137,0.6491263364233528,0.0009691461021817292,1.7423061493323653e-05,0.0
138,0.6491262277160486,0.0009740484912662839,1.7508742208651254e-05,0.0
139,0.6491261276155422,0.0009783067827737716,1.7581423802682513e-05,0.0
140,0.649125800377525,0.0009848512063567157,1.769789876043809e-05,0.0
141,0.6491256488307761,0.0009903933646850601,1.7795919369481086e-05,0.0
142,0.6491255562652789,0.0009951560723452926,1.7879078088950822e-05,0.0
143,0.6491252413859981,0.0010017169151364156,1.799556320525863e-05,0.0
145,0.6491253512570393,0.0010093789395864059,1.8130499959146478e-05,0.0
146,0.6491247118802921,0.0010162652661532064,1.8251619908745432e-05,0.0
147,0.6491244593601984,0.0010219911933726713,1.8352758188386585e-05,0.0
148,0.649124511794541,0.0010259571125262156,1.8421772795802003e-05,0.0
149,0.649124408084124,0.0010310200643635669,1.851095626831638e-05,0.0
150,0.6491242162360098,0.001036150184334312,1.860041365296126e-05,0.0
153,0.649123807770001,0.0010503212464303034,1.8851074127916556e-05,0.0
155,0.6491234056749778,0.0010613319430949186,1.90452331894871e-05,0.0
156,0.6491233268705203,0.001065981823551483,1.9126306356203067e-05,0.0
157,0.6491228284099918,0.0010727925588995407,1.924789227789192e-05,0.0
159,0.6491229131753021,0.0010803928827159705,1.9381474747456905e-05,0.0
160,0.6491226721400115,0.0010860719246162573,1.948151213572438e-05,0.0
162,0.649122583446428,0.0010947032932544052,1.96321236920011e-05,0.0
163,0.6491223534143039,0.0011003570861171116,1.9731831837380212e-05,0.0
165,0.649121906701145,0.0011109770230612658,1.9917805911455337e-05,0.0
166,0.649121903234302,0.0011144899561505936,1.9977433271855573e-05,0.0
168,0.6491215490169011,0.001124698272369524,2.0156262744714974e-05,0.0
169,0.6491214203278715,0.0011291270237915928,2.0232583941611874e-05,0.0
170,0.6491213055171411,0.0011332073688807673,2.030223670401768e-05,0.0
172,0.6491209285127741,0.0011427073782105624,2.0470485037444683e-05,0.0
173,0.6491208803043846,0.0011468252312107235,2.0541877333902937e-05,0.0
174,0.6491206624885322,0.0011524003448919395,2.064049962532957e-05,0.0
175,0.6491208948133438,0.0011553961152105912,2.069472507391743e-05,0.0
176,0.6491205347730671,0.0011615501583151682,2.0803603489677418e-05,0.0
177,0.6491203631700879,0.0011669239068420548,2.0898418156442973e-05,0.0
178,0.6491203617034628,0.0011708566992003234,2.0966350525118248e-05,0.0
179,0.6491202056043931,0.0011751173721938335,2.1039602361810777e-05,0.0
180,0.6491199677183723,0.0011809772873909753,2.1143245285007482e-05,0.0
181,0.6491198833846769,0.0011841224326004352,2.119820091229305e-05,0.0
182,0.6491196247769918,0.0011898817194869384,2.129994348708672e-05,0.0
183,0.6491199121600821,0.0011918167321861958,2.1333808855652545e-05,0.0
184,0.649119740648935,0.0011969886158742541,2.142470136439276e-05,0.0
185,0.6491195300314587,0.0012022055275113068,2.151670741088886e-05,0.0
186,0.6491195026130012,0.0012063944838763242,2.159008733379331e-05,0.0
187,0.649119276015577,0.0012118807134055066,2.1686813968481842e-05,0.0
189,0.6491193464732662,0.0012191010119892388,2.181395889103745e-05,0.0
190,0.6491193136854019,0.0012225871077907464,2.1873140267729163e-05,0.0
191,0.6491191409525843,0.001227823071644446,2.1965734224723457e-05,0.0
193,0.6491188780678602,0.0012362988137000958,2.211247069838319e-05,0.0
194,0.6491187418342478,0.001241307345740581,2.220085580659088e-05,0.0
195,0.6491186738083465,0.0012456075613716568,2.2276012907381335e-05,0.0
196,0.6491186616357327,0.0012492484878926032,2.2338631882872685e-05,0.0
198,0.6491192698012287,0.0012534827076109574,2.2411669249462133e-05,0.0
199,0.6491188764832828,0.0012597949212321373,2.2523794657462115e-05,0.0
200,0.6491185841806728,0.001266098731149837,2.2635794828818928e-05,0.0
201,0.6491184008324851,0.001271314791552863,2.272787512064255e-05,0.0
202,0.6491183812817141,0.0012747317886813065,2.2786713483565792e-05,0.0
203,0.6491183342396428,0.0012789710467065883,2.2860962404025937e-05,0.0
204,0.6491182295750448,0.001283777377929323,2.2945620318599677e-05,0.0
206,0.6491180521352072,0.0012914244964964793,2.3077531091335985e-05,0.0
207,0.6491181959393328,0.001294126665927605,2.3125791121255562e-05,0.0
208,0.6491180149549282,0.0012990474160472607,2.321239781007034e-05,0.0
209,0.6491177195743143,0.001305269142357045,2.332310428848234e-05,0.0
210,0.6491178761390144,0.0013078535827058385,2.3369109327542183e-05,0.0
213,0.64911732978101,0.0013203969093892752,2.3588109273413223e-05,0.0
214,0.64911722097375,0.0013251144431331038,2.3671351590247585e-05,0.0
216,0.6491170345635173,0.0013329925678415846,2.38073203005384e-05,0.0
217,0.6491172423019094,0.0013349991703658771,2.3843026796732644e-05,0.0
219,0.6491168195112716,0.0013436675410194439,2.3995676754117328e-05,0.0
220,0.6491167043848176,0.001348198121047932,2.4075535548412667e-05,0.0
223,0.6491163120567132,0.0013599916025910696,2.4282626772052508e-05,0.0
226,0.6491161700471499,0.0013707645051911955,2.446990920995776e-05,0.0
227,0.6491158478972253,0.0013768050180015515,2.4577327008654698e-05,0.0
229,0.649115894339987,0.0013825699543657108,2.467749020353389e-05,0.0
235,0.6491152329467199,0.0014046039829415354,2.506376842509061e-05,0.0
236,0.6491149313758813,0.0014103976353348055,2.5166644109348204e-05,0.0
237,0.649115130867167,0.0014121966112137796,2.5198735405151684e-05,0.0
238,0.6491148850507888,0.0014159588178985917,2.5265558794910032e-05,0.0
239,0.6491147298656496,0.0014204511883548134,2.534456387496366e-05,0.0
240,0.6491148534888712,0.001422982405732229,2.538965402481992e-05,0.0
241,0.6491146622365571,0.0014281437422775294,2.5481049951089508e-05,0.0
242,0.6491148449803387,0.0014300514896124128,2.5515042337000227e-05,0.0
243,0.6491145920152599,0.0014355606217093374,2.56119946581997e-05,0.0
244,0.6491147215621962,0.001438978802306299,2.5671176463129355e-05,0.0
245,0.6491149057845179,0.0014407592690798363,2.5702883602586612e-05,0.0
253,0.6491139775659339,0.001473225379528781,2.6274951393337084e-05,0.0
256,0.6491143975396828,0.0014793947263479219,2.6382915706590062e-05,0.0
