Timestep,S:MSFL,S:MSFL#3
1,0.6237763650702046,0.0
2,0.6238771561414238,0.0
4,0.6240091861586804,0.0
5,0.624044323232669,0.0
6,0.6240814041590281,0.0
7,0.6240865108538267,0.0
9,0.624136029739293,0.0
10,0.6241541301633486,0.0
11,0.6241516176688197,0.0
12,0.6241553249047108,0.0
14,0.6241942397958428,0.0
15,0.6241920887652408,0.0
16,0.6241898686175338,0.0
17,0.62422694162367,0.0
18,0.6242340797790005,0.0
19,0.6242602105532084,0.0
20,0.6242670826020631,0.0
21,0.6242806041665903,0.0
23,0.6243053579364639,0.0
24,0.624308109075523,0.0
25,0.6243292965354432,0.0
26,0.6243519579366098,0.0
27,0.6243503563495453,0.0
28,0.6243680880188515,0.0
29,0.6244012740167757,0.0
30,0.6243998007490972,0.0
31,0.6244050535372851,0.0
32,0.6244035360920179,0.0
34,0.624468657365846,0.0
35,0.624467277917179,0.0
36,0.6244806517057069,0.0
37,0.624494144767099,0.0
38,0.6245151293787762,0.0
39,0.6245438972970973,0.0
40,0.6245541345306932,0.0
41,0.6245682443188372,0.0
42,0.624603929242238,0.0
43,0.6246026624651255,0.0
44,0.624607121809404,0.0
45,0.62464387805546,0.0
46,0.6246691523549951,0.0
47,0.6246655920896871,0.0
48,0.624696703566311,0.0
49,0.6247238023707411,0.0
50,0.624714927755426,0.0
52,0.6247623898829211,0.0
53,0.6247738825281228,0.0
54,0.6247899618620936,0.0
55,0.6248023092633279,0.0
56,0.6248314997885125,0.0
57,0.6248498862004156,0.0
58,0.6248904406466018,0.0
59,0.6248894377808579,0.0
60,0.6248933004999817,0.0
61,0.6248922865321207,0.0
62,0.6249249323470486,0.0
63,0.6249494203863688,0.0
64,0.6249761865017521,0.0
65,0.6250019587557062,0.0
66,0.6250109294966756,0.0
67,0.6250127990809726,0.0
69,0.6250583296055594,0.0
70,0.6250913034593115,0.0
71,0.625114154112284,0.0
72,0.6251133223617139,0.0
73,0.62511581439758,0.0
75,0.6251787886751191,0.0
76,0.6252089770344185,0.0
77,0.6252082216494461,0.0
78,0.6252620916816295,0.0
79,0.6252613273724993,0.0
80,0.6252720437697404,0.0
81,0.6252791690785964,0.0
82,0.6252784197111922,0.0
83,0.6253337847644086,0.0
84,0.6253330428794278,0.0
86,0.6253833066416663,0.0
87,0.6253826000913917,0.0
88,0.62540865762762,0.0
89,0.6254320437569473,0.0
90,0.6254380139914669,0.0
91,0.6254554645441984,0.0
92,0.6254685445226785,0.0
93,0.6254948188481174,0.0
94,0.6255048831690564,0.0
95,0.6255282732897676,0.0
96,0.6255276159730154,0.0
97,0.6255720393639463,0.0
98,0.6256221373295953,0.0
99,0.62562151615779,0.0
100,0.6256209196060625,0.0
101,0.6256567409132414,0.0
102,0.6256561216500098,0.0
103,0.6256881089172026,0.0
104,0.6257107967190985,0.0
105,0.6257101879861616,0.0
106,0.6257512204456116,0.0
107,0.6257767017079816,0.0
108,0.625804468445794,0.0
109,0.625803891983852,0.0
110,0.6258033637895027,0.0
112,0.6258514564021119,0.0
113,0.6258659506812736,0.0
115,0.6259110337368144,0.0
116,0.6259105094027345,0.0
117,0.6259526705460338,0.0
118,0.625971291057382,0.0
119,0.6259925031331931,0.0
120,0.6260082249730746,0.0
121,0.6260112033363487,0.0
122,0.6260501064285268,0.0
124,0.6260905014962013,0.0
125,0.6260951760714787,0.0
126,0.6260972671222143,0.0
127,0.6261524409826986,0.0
128,0.6261534244182183,0.0
129,0.6261961207641704,0.0
130,0.626195601213505,0.0
131,0.6262008176189585,0.0
132,0.6262388034984785,0.0
133,0.6262433974786404,0.0
134,0.6262866883078623,0.0
136,0.6263118523281083,0.0
137,0.626311423603317,0.0
138,0.6263383910653654,0.0
139,0.6263717763168292,0.0
140,0.6263824966745078,0.0
141,0.6264048032164807,0.0
142,0.626428055137454,0.0
143,0.6264360275619355,0.0
144,0.6264621926725821,0.0
145,0.6264735501179421,0.0
147,0.6265043806622922,0.0
