Timestep,Phase Name,Cation,Mole Fraction,Mole Percentage
1,MSFL,Ba[2+],1.303662351065692e-06,0.0001303662351065692
1,MSFL,Be[CN=IV,0.08334727843601555,8.334727843601556
1,MSFL,Be[Dimer,0.13234357809016578,13.234357809016577
1,MSFL,Ce[3+],4.739901840355337e-06,0.0004739901840355337
1,MSFL,Cr[2+],4.24294356916114e-23,4.2429435691611395e-21
1,MSFL,Cr[3+],1.4695770538615373e-05,0.0014695770538615373
1,MSFL,Cs[1+],2.2766915422018063e-07,2.2766915422018064e-05
1,MSFL,La[3+],2.5027792441941e-06,0.00025027792441941
1,MSFL,Li[1+],0.6960542228947728,69.60542228947727
1,MSFL,Nd[3+],3.324704713858014e-06,0.0003324704713858014
1,MSFL,Pu[3+],1.7051954727196693e-13,1.7051954727196693e-11
1,MSFL,Rb[1+],8.716343421246477e-09,8.716343421246477e-07
1,MSFL,Sr[2+],1.2785723745018635e-06,0.00012785723745018635
1,MSFL,Th[4+],0.07465891400395296,7.465891400395296
1,MSFL,U[3+],1.5185798288319546e-23,1.5185798288319545e-21
1,MSFL,U[CN=VII,0.0035969550875321332,0.3596955087532133
1,MSFL,U[CN=VI],0.007434818367106012,0.7434818367106012
1,MSFL,U[Dimer],0.002528104429688791,0.25281044296887906
1,MSFL,Zr[CN=VI,3.941901445424032e-06,0.0003941901445424032
1,MSFL,Zr[Dimer,3.95390235861766e-11,3.95390235861766e-09
2,MSFL,Ba[2+],2.2289748369680824e-06,0.00022289748369680825
2,MSFL,Be[CN=IV,0.08322680624847308,8.322680624847308
2,MSFL,Be[Dimer,0.13246211150223622,13.246211150223623
2,MSFL,Ce[3+],9.150980815551146e-06,0.0009150980815551146
2,MSFL,Cr[2+],7.835841316859823e-23,7.835841316859823e-21
2,MSFL,Cr[3+],2.670134984386745e-05,0.002670134984386745
2,MSFL,Cs[1+],2.2736433410587384e-07,2.2736433410587385e-05
2,MSFL,La[3+],4.640778062612237e-06,0.0004640778062612237
2,MSFL,Li[1+],0.6962841033324243,69.62841033324243
2,MSFL,Nd[3+],6.3502092297524195e-06,0.0006350209229752419
2,MSFL,Pu[3+],2.3214677310179233e-13,2.3214677310179235e-11
2,MSFL,Rb[1+],1.6236849078948073e-08,1.6236849078948073e-06
2,MSFL,Sr[2+],2.3744449331947e-06,0.00023744449331947003
2,MSFL,Th[4+],0.07424160465444189,7.4241604654441895
2,MSFL,U[3+],1.5578661108072317e-23,1.5578661108072317e-21
2,MSFL,U[CN=VII,0.00361674178095731,0.361674178095731
2,MSFL,U[CN=VI],0.007530614070425578,0.7530614070425579
2,MSFL,U[Dimer],0.0025705766632976943,0.25705766632976945
2,MSFL,Zr[CN=VI,7.720611109980164e-06,0.0007720611109980164
2,MSFL,Zr[Dimer,1.504489479105027e-10,1.504489479105027e-08
4,MSFL,Ba[2+],3.4345651812682176e-06,0.00034345651812682173
4,MSFL,Be[CN=IV,0.08306331657404939,8.30633165740494
4,MSFL,Be[Dimer,0.13262267758602825,13.262267758602825
4,MSFL,Ce[3+],1.8067211458322073e-05,0.0018067211458322073
4,MSFL,Cr[2+],1.3232553557058146e-22,1.3232553557058147e-20
4,MSFL,Cr[3+],4.4555415381299665e-05,0.004455541538129966
4,MSFL,Cs[1+],2.279803918847102e-07,2.2798039188471022e-05
4,MSFL,La[3+],8.58840247371768e-06,0.000858840247371768
4,MSFL,Li[1+],0.6965936088597553,69.65936088597553
4,MSFL,Nd[3+],1.2943036530787767e-05,0.0012943036530787767
4,MSFL,Pu[3+],2.7720704918466896e-13,2.7720704918466896e-11
4,MSFL,Rb[1+],3.1232195815984595e-08,3.1232195815984595e-06
4,MSFL,Sr[2+],4.485696095415511e-06,0.00044856960954155114
4,MSFL,Th[4+],0.07367856562512465,7.367856562512465
4,MSFL,U[3+],1.5943724972095123e-23,1.5943724972095124e-21
4,MSFL,U[CN=VII,0.0036401568342240495,0.364015683422405
4,MSFL,U[CN=VI],0.00765428756854301,0.765428756854301
4,MSFL,U[Dimer],0.0026241384448604166,0.26241384448604166
4,MSFL,Zr[CN=VI,1.516506762120966e-05,0.001516506762120966
4,MSFL,Zr[Dimer,5.741577462855524e-10,5.741577462855524e-08
5,MSFL,Ba[2+],3.848642057932274e-06,0.00038486420579322746
5,MSFL,Be[CN=IV,0.08301568869839694,8.301568869839695
5,MSFL,Be[Dimer,0.13266926427527623,13.266926427527622
5,MSFL,Ce[3+],2.2511804921139742e-05,0.0022511804921139743
5,MSFL,Cr[2+],1.524786812832703e-22,1.524786812832703e-20
5,MSFL,Cr[3+],5.1192901624824464e-05,0.005119290162482446
5,MSFL,Cs[1+],2.287559375032541e-07,2.287559375032541e-05
5,MSFL,La[3+],1.04390459499165e-05,0.0010439045949916501
5,MSFL,Li[1+],0.6966819105067508,69.66819105067508
5,MSFL,Nd[3+],1.6427519929329977e-05,0.0016427519929329978
5,MSFL,Pu[3+],2.873416201690976e-13,2.873416201690976e-11
5,MSFL,Rb[1+],3.877581018536077e-08,3.8775810185360765e-06
5,MSFL,Sr[2+],5.512310005632903e-06,0.0005512310005632903
5,MSFL,Th[4+],0.0735165365951505,7.35165365951505
5,MSFL,U[3+],1.6029413468950603e-23,1.6029413468950602e-21
5,MSFL,U[CN=VII,0.003644962076091656,0.36449620760916557
5,MSFL,U[CN=VI],0.007686078852757388,0.7686078852757388
5,MSFL,U[Dimer],0.0026369337355038286,0.26369337355038286
5,MSFL,Zr[CN=VI,1.8853489548623984e-05,0.0018853489548623984
