Timestep,Phase Type,Phase Name,Species,Mole Percentage
7,solution,gas_ideal,Cs2Be2F6,5.778797333017704e-20
7,solution,gas_ideal,Cs2F2,4.961008154887578e-24
7,solution,gas_ideal,Cs2ZrF6,1.785468185579807e-24
7,solution,gas_ideal,CsBeF3,5.636630933349075e-10
7,solution,gas_ideal,CsF,1.0658191648982956e-12
7,solution,gas_ideal,CsUF5,2.6984206394325137e-12
7,solution,gas_ideal,CsZr2F9,3.415092445508887e-18
7,solution,gas_ideal,CsZrF5,8.981746755595082e-14
7,solution,gas_ideal,F,1.623862272213691
7,solution,gas_ideal,F2,25.10184528595461
7,solution,gas_ideal,He,19.65804278013685
7,solution,gas_ideal,La,6.32218627408059e-152
7,solution,gas_ideal,La2,1.7265816227323923e-197
7,solution,gas_ideal,LaF3,8.99223789863927e-16
7,solution,gas_ideal,Li,1.7168730570555674e-33
7,solution,gas_ideal,Li2,1.3417438172274492e-66
7,solution,gas_ideal,Li2BeF4,9.178036151291857e-07
7,solution,gas_ideal,Li2F2,1.211276215725036e-07
7,solution,gas_ideal,Li2ZrF6,1.353895793111119e-10
7,solution,gas_ideal,Li3F3,1.7312949746409468e-09
7,solution,gas_ideal,LiBeF3,3.454669735111258e-05
7,solution,gas_ideal,LiF,8.152670009003396e-07
7,solution,gas_ideal,LiUF5,1.774363339153605e-08
7,solution,gas_ideal,LiZr2F9,2.883020686719346e-15
7,solution,gas_ideal,Nd,2.9612502489518534e-139
7,solution,gas_ideal,NdF3,5.375008894722486e-15
7,solution,gas_ideal,Ne,0.2959715644564714
7,solution,gas_ideal,Pu,4.917998542885984e-139
7,solution,gas_ideal,PuF,4.5593193229957464e-104
7,solution,gas_ideal,PuF2,2.165629575688725e-50
7,solution,gas_ideal,PuF3,1.0805832556113038e-21
7,solution,gas_ideal,PuF4,6.2602788570939545e-134
7,solution,gas_ideal,PuF6,53.320000867790775
7,solution,gas_ideal,Rb,1.7376514053516253e-32
7,solution,gas_ideal,Rb2,4.119668240593375e-67
7,solution,gas_ideal,Rb2F2,4.094644842349218e-18
7,solution,gas_ideal,RbF,1.1501447957892237e-10
7,solution,gas_ideal,Sr,9.282462593785835e-67
7,solution,gas_ideal,Sr2,4.646355103104766e-161
7,solution,gas_ideal,SrF,5.284316221053006e-42
7,solution,gas_ideal,SrF2,1.8296080915603742e-17
7,solution,gas_ideal,U,5.3098048971574924e-154
7,solution,gas_ideal,UF3,6.0687425247118876e-34
7,solution,gas_ideal,UF4,4.6762759545579613e-07
7,solution,gas_ideal,Zr,6.059001144362742e-151
7,solution,gas_ideal,ZrF,4.047764879015743e-124
7,solution,gas_ideal,ZrF2,5.582139968604509e-63
