Timestep,UF3/UF4 Ratio
0,2.4402622213e-06
1,6.5862306259e-22
2,7.4416720856e-22
3,7.7607735458e-22
4,7.7784175021e-22
5,7.6545804601e-22
6,7.4927015778e-22
7,7.3223547540e-22
10,6.8591459212e-22
11,6.7271201262e-22
12,6.6070992648e-22
13,6.5000407418e-22
14,6.4044198749e-22
15,6.3162873881e-22
16,6.2346636758e-22
18,6.0893721852e-22
19,6.0246008009e-22
20,5.9627924043e-22
21,5.9062050124e-22
22,5.8528119342e-22
23,5.8028840876e-22
24,5.7558023525e-22
25,5.7127960849e-22
26,5.6712928632e-22
27,5.6327170781e-22
29,5.5617365327e-22
30,5.5287801690e-22
32,5.4679980049e-22
33,5.4399751461e-22
34,5.4131392861e-22
35,5.3871897091e-22
37,5.3402896988e-22
39,5.2970108573e-22
40,5.2759644046e-22
41,5.2567440991e-22
43,5.2203085601e-22
44,5.2031618457e-22
45,5.1856898861e-22
47,5.1542406700e-22
48,5.1386928640e-22
49,5.1242097472e-22
50,5.1100986348e-22
51,5.0966742220e-22
52,5.0834743248e-22
53,5.0708585106e-22
54,5.0583857455e-22
55,5.0462249039e-22
56,5.0346170806e-22
57,5.0242192491e-22
58,5.0122566256e-22
59,5.0014221737e-22
60,4.9909324892e-22
61,4.9815689672e-22
62,4.9716252669e-22
63,4.9625454824e-22
64,4.9523482909e-22
65,4.9438154962e-22
66,4.9353815752e-22
67,4.9265011772e-22
68,4.9178560272e-22
69,4.9091698856e-22
70,4.9018252631e-22
71,4.8936963757e-22
72,4.8850591231e-22
73,4.8777335588e-22
74,4.8711722514e-22
75,4.8639357110e-22
76,4.8572571194e-22
78,4.8438405503e-22
79,4.8375366871e-22
81,4.8236810066e-22
82,4.8178874791e-22
83,4.8122728974e-22
84,4.8067543630e-22
85,4.8002037629e-22
86,4.7946894834e-22
87,4.7892473240e-22
88,4.7838229569e-22
89,4.7778614624e-22
90,4.7730598187e-22
91,4.7678209783e-22
92,4.7619846846e-22
93,4.7574642980e-22
94,4.7520183191e-22
95,4.7476545847e-22
97,4.7386129741e-22
98,4.7334680049e-22
99,4.7297366128e-22
100,4.7254491457e-22
101,4.7206791968e-22
102,4.7163355624e-22
104,4.7079158228e-22
105,4.7042889587e-22
106,4.6998469628e-22
107,4.6959462133e-22
108,4.6925358570e-22
109,4.6890505418e-22
110,4.6845985154e-22
111,4.6811634618e-22
112,4.6776467122e-22
113,4.6744532571e-22
114,4.6703519386e-22
115,4.6674052901e-22
116,4.6632665838e-22
117,4.6611265392e-22
120,4.6503635764e-22
123,4.6414756108e-22
124,4.6386905740e-22
125,4.6350006002e-22
126,4.6323676790e-22
128,4.6184783815e-22
129,4.6135379955e-22
130,4.6097661219e-22
131,4.6050318843e-22
132,4.6004182396e-22
134,4.5911213275e-22
136,4.5822511099e-22
138,4.5742322867e-22
140,4.5663326805e-22
142,4.5576098882e-22
143,4.5543132314e-22
144,4.5506730342e-22
146,4.5431781312e-22
148,4.5367985174e-22
150,4.5289214606e-22
151,4.5245559454e-22
152,4.5215674453e-22
154,4.5165374879e-22
156,4.5089749782e-22
157,4.5061045746e-22
159,4.4997556598e-22
164,4.4863602823e-22
168,4.4761168543e-22
