Timestep,Salt:MSFL,Gas:gas_ideal,Solid:bccsoln,Solid:cphsoln
1,0.6493107676217548,7.717666402559169e-06,3.891615315702839e-07,1.9454660251547178e-08
2,0.6493059809006152,1.5428059143166054e-05,5.599017022141478e-07,1.696395437161404e-08
3,0.6493008843356082,2.3505201219534165e-05,7.172226641142831e-07,1.5669903007522764e-08
4,0.649296020777504,3.1651313204366345e-05,8.68329262550504e-07,1.6054658325026736e-08
5,0.6492912591718775,3.992283476272418e-05,1.0189856689476901e-06,1.5369766655833308e-08
6,0.6492866753221745,4.825058878622284e-05,1.1701380186196606e-06,1.4722784798535275e-08
7,0.6492822207412489,5.661347096351393e-05,1.322002574597643e-06,1.4108432996738578e-08
8,0.649277959937767,6.506513687615851e-05,1.4745658300720592e-06,1.3502532282342149e-08
9,0.6492737592255309,7.358152496583435e-05,1.6277668337638869e-06,1.2898184011801066e-08
11,0.6492662294711651,8.995184709458048e-05,1.9194893712689432e-06,1.1487048853358683e-08
13,0.6492608009429581,0.00010283859512913877,2.1348208729611234e-06,9.389399659292464e-09
14,0.6492582966763194,0.00010895365911961861,2.2367466009776575e-06,8.379633218470538e-09
15,0.64925622308981,0.00011423819222255496,2.3214811034137352e-06,7.303192754856123e-09
17,0.6492515220790154,0.00012623176966881613,2.522562607646085e-06,5.563041278719039e-09
20,0.6492473797119065,0.0001384196471946319,2.7141991101674967e-06,2.6376029456978706e-09
21,0.6492451185490469,0.00014433854951553517,2.8147653118337097e-06,1.9171012637567865e-09
22,0.6492439525891153,0.00014831194704632806,2.878021362184917e-06,1.0706620038165354e-09
23,0.6492433797732955,0.0001503971498188807,2.9063843170938246e-06,1.6151414538700873e-10
24,0.6492418547696741,0.000155067927523902,2.9836849145581973e-06,0.0
25,0.6492406154930913,0.00015921541577726628,3.0508312222431277e-06,0.0
26,0.6492396680483534,0.000162624810836411,3.1031765846206066e-06,0.0
27,0.6492386026830359,0.00016624174665932491,3.1608503967833413e-06,0.0
28,0.649237692912129,0.00016917641864971705,3.2080144791316142e-06,0.0
29,0.6492366823562503,0.0001723048645909352,3.258841568310247e-06,0.0
30,0.6492350106552189,0.00017746393070709843,3.3464995083746113e-06,0.0
31,0.6492353320832591,0.00017775452597085933,3.343060600004094e-06,0.0
32,0.6492350938415428,0.00017928750095654345,3.36407020828469e-06,0.0
33,0.6492343271699879,0.00018164536875359312,3.4001315265836803e-06,0.0
34,0.6492334469946256,0.00018419825496770437,3.4397300242861382e-06,0.0
35,0.6492326741141,0.00018657626852266077,3.4765181898491263e-06,0.0
36,0.6492316166702639,0.00019023078463926982,3.5367172242863367e-06,0.0
37,0.6492307657547809,0.00019278891625691067,3.5778835146251156e-06,0.0
38,0.6492312255896818,0.00019248428002971156,3.564277941429722e-06,0.0
39,0.6492298231766082,0.00019705978321814293,3.6428369374127788e-06,0.0
41,0.6492294073401813,0.00019982058363015448,3.682612959954805e-06,0.0
42,0.649227812906888,0.00020484203060995888,3.769876191833137e-06,0.0
43,0.6492283103866188,0.00020438862409159948,3.7556122525681377e-06,0.0
44,0.6492272449784173,0.00020798770740864414,3.8154142773969145e-06,0.0
45,0.6492265375227837,0.00021025994371925432,3.852745581560659e-06,0.0
46,0.6492277021563093,0.00021297957575764994,4.048800756667321e-06,0.0
47,0.6492280544438913,0.00021434991308878656,4.088237293992208e-06,0.0
48,0.6492291018450473,0.00021327464637446893,4.062740134630796e-06,0.0
49,0.6492284202418531,0.0002168838369564376,4.123339230709667e-06,0.0
50,0.6492266740303488,0.00022280604195544374,4.227040758975988e-06,0.0
51,0.6492273150992369,0.0002232800637674391,4.227937654313837e-06,0.0
52,0.6492251890980224,0.00022933304640793494,4.333105555928535e-06,0.0
53,0.649225829798639,0.00022881915727462803,4.313814768989646e-06,0.0
54,0.6492246352527474,0.0002336465495667209,4.396673574872735e-06,0.0
55,0.6492252483862002,0.00023310736508518287,4.3780624485409066e-06,0.0
56,0.6492252860444949,0.0002341103193577678,4.389329473349493e-06,0.0
58,0.6492235375727573,0.0002407717548476663,4.498392685826933e-06,0.0
59,0.6492236075374216,0.00024155616517614203,4.506039044767444e-06,0.0
61,0.6492218724844191,0.0002486570877110166,4.622818601514885e-06,0.0
62,0.6492218811470204,0.00024951575495732095,4.6321637067769636e-06,0.0
64,0.6492213109151758,0.0002528788891967614,4.680091942841742e-06,0.0
65,0.6492213061649525,0.00025358951399386394,4.6872168071935e-06,0.0
66,0.6492212125310565,0.00025465466266462927,4.701088846506215e-06,0.0
67,0.6492198485300167,0.0002595470649226326,4.784958821776097e-06,0.0
68,0.6492204779442075,0.00025834392355742,4.7561724461007026e-06,0.0
69,0.6492203562380655,0.00025938475358469143,4.770110241763663e-06,0.0
