Timestep,Salt:MSFL,Gas:gas_ideal,Solid:bccsoln,Solid:cphsoln
0,0.6493140020458581,0.0,0.0,0.0
2,0.6493059014916741,1.5689829519370492e-05,5.731361405791865e-07,1.7664019604095452e-08
3,0.6493006617331404,2.402355053873199e-05,7.367858983790416e-07,1.6319882261265885e-08
4,0.6492956668748886,3.2449293942295e-05,8.934814276102181e-07,1.6740921112685447e-08
5,0.6492907836815506,4.099858206233439e-05,1.0496197227804926e-06,1.6058949467228835e-08
6,0.6492861004010165,4.960910627766026e-05,1.2062397230293202e-06,1.5408975100313107e-08
7,0.649281550379402,5.826686924943154e-05,1.3635066172172065e-06,1.4775378457550727e-08
8,0.6492771977644896,6.701267876718307e-05,1.521578223432333e-06,1.4161909363012514e-08
10,0.6492687266188235,8.468156791471333e-05,1.839591149054307e-06,1.2925141532035976e-08
13,0.6492573002846588,0.00011041527122508539,2.3052428444201694e-06,3.0326941809798564e-09
14,0.6492540791311774,0.0001185375629142598,2.450169035762427e-06,1.3778436247730727e-09
15,0.6492509577033657,0.00012668068760465426,2.595281564753218e-06,0.0
16,0.6492475563649042,0.00013518013822534544,2.745033086032974e-06,0.0
17,0.649244728485598,0.00014304927164071648,2.882782643671796e-06,0.0
18,0.649241818685149,0.00015113613539061588,3.0243866903726983e-06,0.0
19,0.6492392419625826,0.00015881900458397183,3.1587154032623566e-06,0.0
21,0.6492339983404996,0.00017454800526102744,3.4333332029948344e-06,0.0
22,0.6492317039454991,0.00018183529410260464,3.5592958717918876e-06,0.0
23,0.6492293190122209,0.00018941021116810304,3.6904553038326197e-06,0.0
24,0.6492270026058345,0.00019687591147096912,3.819207024954037e-06,0.0
27,0.6492206596911573,0.00021853403849217024,4.193703515811368e-06,0.0
28,0.6492186637612513,0.00022554817918957632,4.314235632352789e-06,0.0
29,0.6492167388138562,0.0002325787737713621,4.43586530208481e-06,0.0
30,0.6492147979169341,0.0002397056563528505,4.559644016884366e-06,0.0
31,0.649212969684811,0.0002464922573100416,4.675989377893991e-06,0.0
32,0.6492113703771439,0.0002528241596084593,4.784251145810927e-06,0.0
33,0.6492096759141022,0.0002597848980695697,4.905026863801277e-06,0.0
35,0.6492065095494186,0.00027224021205979554,5.1174386888067405e-06,0.0
36,0.6492047011760942,0.0002793408996293457,5.240849165849583e-06,0.0
37,0.6492031432068086,0.0002856322204052186,5.348379991265058e-06,0.0
