Timestep,UF3/UF4 Ratio
151,4.2880440789e-22
152,4.2851374285e-22
153,4.2821066456e-22
154,4.2789416477e-22
155,4.2759316027e-22
156,4.2730491099e-22
157,4.2698466099e-22
158,4.2670591909e-22
159,4.2639931201e-22
160,4.2612879418e-22
162,4.2553301526e-22
163,4.2526406067e-22
164,4.2499960642e-22
165,4.2469866624e-22
166,4.2442802932e-22
167,4.2416099331e-22
168,4.2388308104e-22
170,4.2336307075e-22
171,4.2307295643e-22
173,4.2256518123e-22
174,4.2228485101e-22
175,4.2207798214e-22
176,4.2183194114e-22
177,4.2157225316e-22
179,4.2110371178e-22
180,4.2084778477e-22
181,4.2061927054e-22
182,4.2035041622e-22
183,4.2012076498e-22
184,4.1987851637e-22
185,4.1964093553e-22
186,4.1941815929e-22
187,4.1916971310e-22
188,4.1898546676e-22
189,4.1876730659e-22
190,4.1853971024e-22
191,4.1830005689e-22
192,4.1808916558e-22
193,4.1784049177e-22
194,4.1764310609e-22
195,4.1743978360e-22
196,4.1723292663e-22
197,4.1700895332e-22
198,4.1680400137e-22
199,4.1660400643e-22
200,4.1638713735e-22
201,4.1615959767e-22
202,4.1594676389e-22
203,4.1575939565e-22
204,4.1556996199e-22
205,4.1533654186e-22
206,4.1511001838e-22
207,4.1496121402e-22
208,4.1477651740e-22
209,4.1459621314e-22
210,4.1438503963e-22
211,4.1420312262e-22
212,4.1401449161e-22
213,4.1386879838e-22
214,4.1365501610e-22
215,4.1347242575e-22
216,4.1329407244e-22
218,4.1293887063e-22
219,4.1274436584e-22
220,4.1257129315e-22
221,4.1239221186e-22
222,4.1222415082e-22
223,4.1202951968e-22
224,4.1189177358e-22
225,4.1172167871e-22
227,4.1135447522e-22
228,4.1120679894e-22
229,4.1101546539e-22
230,4.1085755657e-22
231,4.1072216822e-22
232,4.1054425717e-22
233,4.1037933244e-22
234,4.1024515801e-22
235,4.1008935470e-22
236,4.0990414617e-22
237,4.0974746389e-22
239,4.0942404926e-22
240,4.0927630171e-22
242,4.0896987263e-22
244,4.0866909824e-22
245,4.0850269443e-22
246,4.0837392166e-22
247,4.0822007040e-22
248,4.0808639340e-22
249,4.0793654803e-22
250,4.0778558162e-22
251,4.0765972176e-22
252,4.0751762751e-22
253,4.0737794886e-22
254,4.0722839069e-22
255,4.0706129058e-22
257,4.0681440568e-22
258,4.0667959484e-22
260,4.0640242380e-22
261,4.0628990656e-22
262,4.0615537591e-22
263,4.0602678998e-22
264,4.0587524871e-22
265,4.0577749558e-22
266,4.0562011802e-22
267,4.0546713053e-22
268,4.0536342967e-22
272,4.0488922768e-22
273,4.0475733019e-22
275,4.0452800112e-22
276,4.0439791630e-22
277,4.0425165740e-22
282,4.0362171812e-22
283,4.0352208343e-22
284,4.0340227655e-22
286,4.0319047313e-22
287,4.0306873636e-22
288,4.0296579713e-22
290,4.0271052821e-22
291,4.0262571597e-22
292,4.0252047737e-22
294,4.0229595004e-22
295,4.0215522863e-22
296,4.0203274333e-22
297,4.0194539244e-22
298,4.0186452219e-22
299,4.0172551040e-22
300,4.0164445675e-22
301,4.0155473375e-22
302,4.0145245061e-22
303,4.0132247567e-22
304,4.0120858341e-22
305,4.0109535625e-22
306,4.0099073852e-22
307,4.0088157172e-22
308,4.0080347945e-22
309,4.0068041664e-22
310,4.0058373182e-22
311,4.0050878855e-22
313,4.0034327321e-22
314,4.0021442466e-22
315,4.0009542151e-22
316,4.0001050542e-22
317,3.9991939033e-22
318,3.9981131318e-22
320,3.9961466887e-22
321,3.9949773526e-22
322,3.9943985304e-22
323,3.9931696171e-22
326,3.9906234436e-22
327,3.9897487847e-22
328,3.9889355125e-22
330,3.9868787610e-22
331,3.9860273684e-22
332,3.9852057710e-22
333,3.9841956069e-22
335,3.9823470432e-22
336,3.9816455955e-22
337,3.9805682494e-22
340,3.9780668750e-22
341,3.9771038852e-22
342,3.9760535401e-22
343,3.9752884333e-22
344,3.9746668242e-22
345,3.9737187769e-22
347,3.9719394343e-22
350,3.9699271339e-22
352,3.9679370502e-22
353,3.9668103967e-22
355,3.9655939739e-22
356,3.9645588204e-22
357,3.9639644253e-22
359,3.9619485679e-22
361,3.9606216828e-22
362,3.9601460662e-22
365,3.9576333359e-22
366,3.9567396838e-22
